"permit_number","streetname","Cross Street 1","Cross Street 2","Utility / Contractor","Permit Reason","Utility Type","Effective Date","Expiration Date","Status","cnn"
"09EXC-3291","KEARNY ST","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24778000"
"09EXC-3291","COOPER ALY","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24789000"
"09EXC-3291","JACKSON ST","COOPER ALY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24789000"
"09EXC-3291","JACKSON ST","COOPER ALY","WENTWORTH PL","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","7370000"
"09EXC-3291","COOPER ALY","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24789000"
"09EXC-3291","JACKSON ST","COOPER ALY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24789000"
"09EXC-3291","JACKSON ST","WENTWORTH PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24779000"
"09EXC-3291","WENTWORTH PL","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24779000"
"09EXC-3291","JACKSON ST","WENTWORTH PL","BECKETT ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","7371000"
"09EXC-3291","JACKSON ST","WENTWORTH PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24779000"
"09EXC-3291","WENTWORTH PL","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24779000"
"09EXC-3291","BECKETT ST","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25029000"
"09EXC-3291","JACKSON ST","BECKETT ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25029000"
"09EXC-3291","JACKSON ST","BECKETT ST","GRANT AVE","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","7372000"
"09EXC-3291","BECKETT ST","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25029000"
"09EXC-3291","JACKSON ST","BECKETT ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25029000"
"09EXC-3291","GRANT AVE","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25030000"
"09EXC-3291","JACKSON ST","GRANT AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25030000"
"09EXC-3291","JACKSON ST","GRANT AVE","SAINT LOUIS ALY","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","7373000"
"09EXC-3291","GRANT AVE","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25030000"
"09EXC-3291","JACKSON ST","GRANT AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25030000"
"09EXC-3291","JACKSON ST","SAINT LOUIS ALY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25024000"
"09EXC-3291","SAINT LOUIS ALY","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25024000"
"09EXC-3291","JACKSON ST","SAINT LOUIS ALY","JASON CT","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","7374000"
"09EXC-3291","JACKSON ST","SAINT LOUIS ALY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25024000"
"09EXC-3291","SAINT LOUIS ALY","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25024000"
"09EXC-3291","JACKSON ST","JASON CT","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25033000"
"09EXC-3291","JASON CT","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25033000"
"09EXC-3291","JACKSON ST","JASON CT","ROSS ALY","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","7375000"
"09EXC-3291","JACKSON ST","JASON CT","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25033000"
"09EXC-3291","JASON CT","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25033000"
"09EXC-3291","JACKSON ST","ROSS ALY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25021000"
"09EXC-3291","ROSS ALY","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25021000"
"09EXC-3291","JACKSON ST","ROSS ALY","DUNCOMBE ALY","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","7376000"
"09EXC-3291","JACKSON ST","ROSS ALY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25021000"
"09EXC-3291","ROSS ALY","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25021000"
"09EXC-3291","DUNCOMBE ALY","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","30721000"
"09EXC-3291","JACKSON ST","DUNCOMBE ALY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","30721000"
"09EXC-3291","JACKSON ST","DUNCOMBE ALY","PONTIAC ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","7377000"
"09EXC-3291","DUNCOMBE ALY","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","30721000"
"09EXC-3291","JACKSON ST","DUNCOMBE ALY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","30721000"
"09EXC-3291","JACKSON ST","PONTIAC ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","30066000"
"09EXC-3291","PONTIAC ST","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","30066000"
"09EXC-3291","JACKSON ST","PONTIAC ST","STOCKTON ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","7378000"
"09EXC-3291","JACKSON ST","PONTIAC ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","30066000"
"09EXC-3291","PONTIAC ST","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","30066000"
"09EXC-3291","JACKSON ST","STOCKTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25027000"
"09EXC-3291","STOCKTON ST","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25027000"
"09EXC-3291","JACKSON ST","STOCKTON ST","BEDFORD PL","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","7379000"
"09EXC-3291","JACKSON ST","STOCKTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25027000"
"09EXC-3291","STOCKTON ST","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25027000"
"09EXC-3291","BEDFORD PL","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25040000"
"09EXC-3291","JACKSON ST","BEDFORD PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25040000"
"09EXC-3291","JACKSON ST","BEDFORD PL","JAMES PL","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","7380000"
"09EXC-3291","BEDFORD PL","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25040000"
"09EXC-3291","JACKSON ST","BEDFORD PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25040000"
"09EXC-3291","JACKSON ST","JAMES PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25041000"
"09EXC-3291","JAMES PL","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25041000"
"09EXC-3291","JACKSON ST","JAMES PL","TRENTON ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","7381000"
"09EXC-3291","JACKSON ST","JAMES PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25041000"
"09EXC-3291","JAMES PL","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25041000"
"09EXC-3291","JACKSON ST","TRENTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25045000"
"09EXC-3291","TRENTON ST","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25045000"
"09EXC-3291","JACKSON ST","TRENTON ST","STONE ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","7382000"
"09EXC-3291","JACKSON ST","TRENTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25045000"
"09EXC-3291","TRENTON ST","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25045000"
"09EXC-3291","JACKSON ST","STONE ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","30041000"
"09EXC-3291","STONE ST","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","30041000"
"09EXC-3291","JACKSON ST","STONE ST","ADELE CT","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","7383000"
"09EXC-3291","JACKSON ST","STONE ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","30041000"
"09EXC-3291","STONE ST","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","30041000"
"09EXC-3291","ADELE CT","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25050000"
"09EXC-3291","JACKSON ST","ADELE CT","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25050000"
"09EXC-3291","JACKSON ST","ADELE CT","POWELL ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","7384000"
"09EXC-3291","ADELE CT","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25050000"
"09EXC-3291","JACKSON ST","ADELE CT","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25050000"
"09EXC-3291","JACKSON ST","POWELL ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25049000"
"09EXC-3291","POWELL ST","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25049000"
"09EXC-3291","KEARNY ST","WASHINGTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24774000"
"09EXC-3291","WASHINGTON ST","KEARNY ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24774000"
"09EXC-3291","WASHINGTON ST","KEARNY ST","WALTER U LUM PL","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","13411000"
"09EXC-3291","KEARNY ST","WASHINGTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24774000"
"09EXC-3291","WASHINGTON ST","KEARNY ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24774000"
"09EXC-3291","WALTER U LUM PL","WASHINGTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24777000"
"09EXC-3291","WASHINGTON ST","WALTER U LUM PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24777000"
"09EXC-3291","WASHINGTON ST","WALTER U LUM PL","WENTWORTH PL","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","13412000"
"09EXC-3291","WALTER U LUM PL","WASHINGTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24777000"
"09EXC-3291","WASHINGTON ST","WALTER U LUM PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24777000"
"09EXC-3291","WASHINGTON ST","WENTWORTH PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24780000"
"09EXC-3291","WENTWORTH PL","WASHINGTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24780000"
"09EXC-3291","WASHINGTON ST","WENTWORTH PL","GRANT AVE","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","13413000"
"09EXC-3291","WASHINGTON ST","WENTWORTH PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24780000"
"09EXC-3291","WENTWORTH PL","WASHINGTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24780000"
"09EXC-3291","GRANT AVE","WASHINGTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24781000"
"09EXC-3291","WASHINGTON ST","GRANT AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24781000"
"09EXC-3291","WASHINGTON ST","GRANT AVE","WAVERLY PL","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","13414000"
"09EXC-3291","GRANT AVE","WASHINGTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24781000"
"09EXC-3291","WASHINGTON ST","GRANT AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24781000"
"09EXC-3291","WASHINGTON ST","WAVERLY PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25017000"
"09EXC-3291","WAVERLY PL","WASHINGTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25017000"
"09EXC-3291","WASHINGTON ST","WAVERLY PL","ROSS ALY","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","13415000"
"09EXC-3291","WASHINGTON ST","WAVERLY PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25017000"
"09EXC-3291","WAVERLY PL","WASHINGTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25017000"
